Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
485¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":77,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Program
766¿SwitchCase¿¿¿¿¿{"start":{"line":64,"column":16},"end":{"line":66,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿SwitchCase
767¿Literal¿string¿¿'css'¿¿{"start":{"line":64,"column":21},"end":{"line":64,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
768¿ExpressionStatement¿¿¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
769¿AssignmentExpression¿=¿¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿AssignmentExpression
770¿Identifier¿¿mimeType¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
771¿Literal¿string¿¿'text/css'¿¿{"start":{"line":65,"column":31},"end":{"line":65,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
772¿BreakStatement¿¿¿¿¿{"start":{"line":66,"column":20},"end":{"line":66,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿BreakStatement
773¿VariableDeclarator¿¿v70¿¿¿{"start":{"line":68,"column":36},"end":{"line":68,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
774¿ObjectExpression¿¿¿¿¿{"start":{"line":68,"column":36},"end":{"line":68,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ObjectExpression
775¿Property¿¿¿¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Property
776¿Literal¿string¿¿'Content-Type'¿¿{"start":{"line":68,"column":38},"end":{"line":68,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
777¿Identifier¿¿mimeType¿¿¿{"start":{"line":68,"column":54},"end":{"line":68,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
778¿VariableDeclarator¿¿v71¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
779¿CallExpression¿¿¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":65},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
780¿MemberExpression¿¿¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
781¿Identifier¿¿response¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
782¿Identifier¿¿writeHead¿¿¿{"start":{"line":68,"column":21},"end":{"line":68,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
783¿Literal¿number¿¿200¿¿{"start":{"line":68,"column":31},"end":{"line":68,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
784¿Identifier¿¿v70¿¿¿¿¿Identifier
785¿ExpressionStatement¿¿¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":66},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
786¿Identifier¿¿v71¿¿¿¿¿Identifier
787¿VariableDeclarator¿¿v72¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
788¿MemberExpression¿¿¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
789¿Identifier¿¿_fs2¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
790¿Identifier¿¿default¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
791¿VariableDeclarator¿¿fileStream¿¿¿{"start":{"line":69,"column":16},"end":{"line":69,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
792¿CallExpression¿¿¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
793¿MemberExpression¿¿¿¿¿{"start":{"line":69,"column":29},"end":{"line":69,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
794¿Identifier¿¿v72¿¿¿¿¿Identifier
795¿Identifier¿¿createReadStream¿¿¿{"start":{"line":69,"column":42},"end":{"line":69,"column":58},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
796¿Identifier¿¿filename¿¿¿{"start":{"line":69,"column":59},"end":{"line":69,"column":67},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
797¿VariableDeclarator¿¿v73¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
798¿CallExpression¿¿¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
799¿MemberExpression¿¿¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
800¿Identifier¿¿fileStream¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
801¿Identifier¿¿pipe¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
802¿Identifier¿¿response¿¿¿{"start":{"line":70,"column":28},"end":{"line":70,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
803¿ExpressionStatement¿¿¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
804¿Identifier¿¿v73¿¿¿¿¿Identifier
805¿VariableDeclarator¿¿v74¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
806¿CallExpression¿¿¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
807¿MemberExpression¿¿¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
808¿Identifier¿¿console¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
809¿Identifier¿¿log¿¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
810¿Literal¿string¿¿'- %s'¿¿{"start":{"line":72,"column":24},"end":{"line":72,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
811¿Identifier¿¿filename¿¿¿{"start":{"line":72,"column":32},"end":{"line":72,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
812¿ExpressionStatement¿¿¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
813¿Identifier¿¿v74¿¿¿¿¿Identifier
814¿BlockStatement¿¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":73,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿BlockStatement
815¿BlockStatement¿¿¿¿¿{"start":{"line":37,"column":55},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿BlockStatement
816¿VariableDeclarator¿¿v76¿¿¿{"start":{"line":37,"column":4},"end":{"line":74,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
817¿CallExpression¿¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":74,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
818¿MemberExpression¿¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
819¿Identifier¿¿v60¿¿¿¿¿Identifier
820¿Identifier¿¿stat¿¿¿{"start":{"line":37,"column":17},"end":{"line":37,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
821¿Identifier¿¿filename¿¿¿{"start":{"line":37,"column":22},"end":{"line":37,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
822¿Identifier¿¿v75¿¿¿¿¿Identifier
823¿ExpressionStatement¿¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":74,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
824¿Identifier¿¿v76¿¿¿¿¿Identifier
825¿BlockStatement¿¿¿¿¿{"start":{"line":34,"column":70},"end":{"line":75,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿BlockStatement
826¿VariableDeclarator¿¿v78¿¿¿{"start":{"line":34,"column":13},"end":{"line":75,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
827¿CallExpression¿¿¿¿¿{"start":{"line":34,"column":13},"end":{"line":75,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
828¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":13},"end":{"line":34,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
829¿Identifier¿¿v54¿¿¿¿¿Identifier
830¿Identifier¿¿createServer¿¿¿{"start":{"line":34,"column":28},"end":{"line":34,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
831¿Identifier¿¿v77¿¿¿¿¿Identifier
832¿VariableDeclarator¿¿v80¿¿¿{"start":{"line":75,"column":16},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
833¿FunctionExpression¿¿anon¿¿¿{"start":{"line":75,"column":16},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿FunctionExpression
834¿VariableDeclarator¿¿v79¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
835¿CallExpression¿¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
836¿MemberExpression¿¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
837¿Identifier¿¿console¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
838¿Identifier¿¿log¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
839¿Literal¿string¿¿'GameButler listening on: http://localhost:%s'¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Literal
840¿Identifier¿¿PORT¿¿¿{"start":{"line":76,"column":64},"end":{"line":76,"column":68},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
841¿ExpressionStatement¿¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿ExpressionStatement
842¿Identifier¿¿v79¿¿¿¿¿Identifier
843¿BlockStatement¿¿¿¿¿{"start":{"line":75,"column":28},"end":{"line":77,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿BlockStatement
844¿VariableDeclarator¿¿server¿¿¿{"start":{"line":34,"column":4},"end":{"line":77,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿VariableDeclarator
845¿CallExpression¿¿¿¿¿{"start":{"line":34,"column":13},"end":{"line":77,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿CallExpression
846¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":13},"end":{"line":75,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿MemberExpression
847¿Identifier¿¿v78¿¿¿¿¿Identifier
848¿Identifier¿¿listen¿¿¿{"start":{"line":75,"column":3},"end":{"line":75,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
849¿Identifier¿¿PORT¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/gamebutler_1.0.4/src/gamebutler.js"}¿¿Identifier
850¿Identifier¿¿v80¿¿¿¿¿Identifier
851¿CFG_F_START¿¿__main__¿¿¿¿¿CFG_F_START
852¿CFG_F_END¿¿__main__¿¿¿¿¿CFG_F_END
853¿CFG_F_START¿¿521_anon¿¿¿¿¿CFG_F_START
854¿CFG_F_END¿¿521_anon¿¿¿¿¿CFG_F_END
855¿CFG_IF_END¿¿537¿¿¿¿¿CFG_IF_END
856¿CFG_IF_END¿¿564¿¿¿¿¿CFG_IF_END
857¿CFG_F_START¿¿617_anon¿¿¿¿¿CFG_F_START
858¿CFG_F_END¿¿617_anon¿¿¿¿¿CFG_F_END
859¿CFG_F_START¿¿661_anon¿¿¿¿¿CFG_F_START
860¿CFG_F_END¿¿661_anon¿¿¿¿¿CFG_F_END
861¿CFG_IF_END¿¿705¿¿¿¿¿CFG_IF_END
862¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
863¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
864¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
865¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
866¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
867¿CFG_SWITCH_CASE_END¿¿¿¿¿¿¿CFG_SWITCH_CASE_END
868¿CFG_SWITCH_END¿¿¿¿¿¿¿CFG_SWITCH_END
869¿CFG_IF_END¿¿668¿¿¿¿¿CFG_IF_END
870¿CFG_F_START¿¿833_anon¿¿¿¿¿CFG_F_START
871¿CFG_F_END¿¿833_anon¿¿¿¿¿CFG_F_END
872¿TAINT_SOURCE¿¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
873¿PDG_CALL¿¿851.CALL->require-o92¿¿¿¿¿PDG_CALL
874¿PDG_OBJECT¿¿851._http-o93¿¿¿¿¿PDG_OBJECT
875¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
876¿PDG_CALL¿¿851.CALL->_interopRequireDefault-o94¿¿¿¿¿PDG_CALL
877¿PDG_OBJECT¿¿851._http2-o95¿¿¿¿¿PDG_OBJECT
878¿PDG_CALL¿¿851.CALL->require-o96¿¿¿¿¿PDG_CALL
879¿PDG_OBJECT¿¿851._path-o97¿¿¿¿¿PDG_OBJECT
880¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
881¿PDG_CALL¿¿851.CALL->_interopRequireDefault-o98¿¿¿¿¿PDG_CALL
882¿PDG_OBJECT¿¿851._path2-o99¿¿¿¿¿PDG_OBJECT
883¿PDG_CALL¿¿851.CALL->require-o100¿¿¿¿¿PDG_CALL
884¿PDG_OBJECT¿¿851._url-o101¿¿¿¿¿PDG_OBJECT
885¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
886¿PDG_CALL¿¿851.CALL->_interopRequireDefault-o102¿¿¿¿¿PDG_CALL
887¿PDG_OBJECT¿¿851._url2-o103¿¿¿¿¿PDG_OBJECT
888¿PDG_CALL¿¿851.CALL->require-o104¿¿¿¿¿PDG_CALL
889¿PDG_OBJECT¿¿851._fs-o105¿¿¿¿¿PDG_OBJECT
890¿TAINT_SINK¿¿require¿¿¿¿¿TAINT_SINK
891¿PDG_CALL¿¿851.CALL->_interopRequireDefault-o106¿¿¿¿¿PDG_CALL
892¿PDG_OBJECT¿¿851._fs2-o107¿¿¿¿¿PDG_OBJECT
893¿PDG_OBJECT¿¿853.this-o108¿¿¿¿¿PDG_OBJECT
894¿PDG_OBJECT¿¿853.obj-o109¿¿¿¿¿PDG_OBJECT
895¿PDG_OBJECT¿¿851._interopRequireDefault-o110¿¿¿¿¿PDG_OBJECT
896¿PDG_OBJECT¿¿851.process-o111¿¿¿¿¿PDG_OBJECT
897¿PDG_OBJECT¿¿851.process.argv-o112¿¿¿¿¿PDG_OBJECT
898¿PDG_OBJECT¿¿851.v45.length-o113¿¿¿¿¿PDG_OBJECT
899¿PDG_OBJECT¿¿851.v47-o114¿¿¿¿¿PDG_OBJECT
900¿PDG_CALL¿¿851.CALL->console.log-o115¿¿¿¿¿PDG_CALL
901¿PDG_OBJECT¿¿851.v48-o116¿¿¿¿¿PDG_OBJECT
902¿PDG_CALL¿¿851.CALL->process.exit-o117¿¿¿¿¿PDG_CALL
903¿PDG_OBJECT¿¿851.v49-o118¿¿¿¿¿PDG_OBJECT
904¿PDG_OBJECT¿¿851._path2.default-o119¿¿¿¿¿PDG_OBJECT
905¿PDG_OBJECT¿¿851.v51.2-o120¿¿¿¿¿PDG_OBJECT
906¿PDG_CALL¿¿851.CALL->v50.resolve-o121¿¿¿¿¿PDG_CALL
907¿PDG_OBJECT¿¿851.ENTRY-o122¿¿¿¿¿PDG_OBJECT
908¿PDG_CALL¿¿851.CALL->v53.dirname-o123¿¿¿¿¿PDG_CALL
909¿PDG_OBJECT¿¿851.BASE-o124¿¿¿¿¿PDG_OBJECT
910¿PDG_OBJECT¿¿851._http2.default-o125¿¿¿¿¿PDG_OBJECT
911¿PDG_OBJECT¿¿857.this-o126¿¿¿¿¿PDG_OBJECT
912¿PDG_OBJECT¿¿857.request-o127¿¿¿¿¿PDG_OBJECT
913¿PDG_OBJECT¿¿857.response-o128¿¿¿¿¿PDG_OBJECT
914¿PDG_OBJECT¿¿851.v77-o129¿¿¿¿¿PDG_OBJECT
915¿PDG_CALL¿¿851.CALL->v54.createServer-o130¿¿¿¿¿PDG_CALL
916¿PDG_OBJECT¿¿851.v78-o131¿¿¿¿¿PDG_OBJECT
917¿PDG_OBJECT¿¿870.this-o132¿¿¿¿¿PDG_OBJECT
918¿PDG_OBJECT¿¿851.v80-o133¿¿¿¿¿PDG_OBJECT
919¿PDG_CALL¿¿851.CALL->v78.listen-o134¿¿¿¿¿PDG_CALL
920¿PDG_OBJECT¿¿851.server-o135¿¿¿¿¿PDG_OBJECT
921¿PDG_OBJECT¿¿853.obj.__esModule-o136¿¿¿¿¿PDG_OBJECT
922¿PDG_OBJECT¿¿853.v42-o137¿¿¿¿¿PDG_OBJECT
923¿PDG_OBJECT¿¿853.v43-o138¿¿¿¿¿PDG_OBJECT
924¿PDG_OBJECT¿¿853.v44-o139¿¿¿¿¿PDG_OBJECT
925¿PDG_RETURN¿¿853.RET_OBJ-o140¿¿¿¿¿PDG_RETURN
926¿PDG_OBJECT¿¿857._url2.default-o141¿¿¿¿¿PDG_OBJECT
927¿PDG_OBJECT¿¿857.request.url-o142¿¿¿¿¿PDG_OBJECT
928¿PDG_CALL¿¿857.CALL->v55.parse-o143¿¿¿¿¿PDG_CALL
929¿PDG_OBJECT¿¿857.v57-o144¿¿¿¿¿PDG_OBJECT
930¿PDG_OBJECT¿¿857.v57.pathname-o145¿¿¿¿¿PDG_OBJECT
931¿PDG_CALL¿¿857.CALL->v58.replace-o146¿¿¿¿¿PDG_CALL
932¿PDG_OBJECT¿¿857.uri-o147¿¿¿¿¿PDG_OBJECT
933¿PDG_CALL¿¿857.CALL->v59.join-o148¿¿¿¿¿PDG_CALL
934¿PDG_OBJECT¿¿857.filename-o149¿¿¿¿¿PDG_OBJECT
935¿PDG_OBJECT¿¿857._fs2.default-o150¿¿¿¿¿PDG_OBJECT
936¿PDG_OBJECT¿¿859.this-o151¿¿¿¿¿PDG_OBJECT
937¿PDG_OBJECT¿¿859.err-o152¿¿¿¿¿PDG_OBJECT
938¿PDG_OBJECT¿¿859.status-o153¿¿¿¿¿PDG_OBJECT
939¿PDG_OBJECT¿¿857.v75-o154¿¿¿¿¿PDG_OBJECT
940¿PDG_CALL¿¿857.CALL->v60.stat-o155¿¿¿¿¿PDG_CALL
941¿PDG_OBJECT¿¿857.v76-o156¿¿¿¿¿PDG_OBJECT
942¿PDG_OBJECT¿¿859.v61-o157¿¿¿¿¿PDG_OBJECT
943¿PDG_OBJECT¿¿859.v62-o158¿¿¿¿¿PDG_OBJECT
944¿PDG_CALL¿¿859.CALL->response.writeHead-o159¿¿¿¿¿PDG_CALL
945¿PDG_OBJECT¿¿859.v63-o160¿¿¿¿¿PDG_OBJECT
946¿PDG_CALL¿¿859.CALL->response.write-o161¿¿¿¿¿PDG_CALL
947¿PDG_OBJECT¿¿859.v64-o162¿¿¿¿¿PDG_OBJECT
948¿TAINT_SINK¿¿write¿¿¿¿¿TAINT_SINK
949¿PDG_CALL¿¿859.CALL->response.end-o163¿¿¿¿¿PDG_CALL
950¿PDG_OBJECT¿¿859.v65-o164¿¿¿¿¿PDG_OBJECT
951¿PDG_CALL¿¿859.CALL->status.isDirectory-o165¿¿¿¿¿PDG_CALL
952¿PDG_OBJECT¿¿859.v66-o166¿¿¿¿¿PDG_OBJECT
953¿PDG_CALL¿¿859.CALL->v67.extname-o167¿¿¿¿¿PDG_CALL
954¿PDG_OBJECT¿¿859.v68-o168¿¿¿¿¿PDG_OBJECT
955¿PDG_CALL¿¿859.CALL->v68.split-o169¿¿¿¿¿PDG_CALL
956¿PDG_OBJECT¿¿859.v69-o170¿¿¿¿¿PDG_OBJECT
957¿PDG_OBJECT¿¿859.v69.1-o171¿¿¿¿¿PDG_OBJECT
958¿PDG_OBJECT¿¿859.v70-o172¿¿¿¿¿PDG_OBJECT
959¿PDG_CALL¿¿859.CALL->response.writeHead-o173¿¿¿¿¿PDG_CALL
960¿PDG_OBJECT¿¿859.v71-o174¿¿¿¿¿PDG_OBJECT
961¿PDG_CALL¿¿859.CALL->v72.createReadStream-o175¿¿¿¿¿PDG_CALL
962¿PDG_OBJECT¿¿859.fileStream-o176¿¿¿¿¿PDG_OBJECT
963¿TAINT_SINK¿¿createReadStream¿¿¿¿¿TAINT_SINK
964¿PDG_CALL¿¿859.CALL->fileStream.pipe-o177¿¿¿¿¿PDG_CALL
965¿PDG_OBJECT¿¿859.v73-o178¿¿¿¿¿PDG_OBJECT
966¿PDG_CALL¿¿859.CALL->console.log-o179¿¿¿¿¿PDG_CALL
967¿PDG_OBJECT¿¿859.v74-o180¿¿¿¿¿PDG_OBJECT
968¿PDG_CALL¿¿870.CALL->console.log-o181¿¿¿¿¿PDG_CALL
969¿PDG_OBJECT¿¿870.v79-o182¿¿¿¿¿PDG_OBJECT
